session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
5399,1,1,8,8,8,1,8,1,8,1,0100
5400,8,8,1,8,1,8,8,8,1,1,0100
5401,8,8,8,1,1,8,8,8,1,8,0100
5402,1,8,8,1,8,8,1,8,1,8,0100
5403,8,1,1,8,8,8,1,8,1,8,0100
5404,8,1,8,8,1,8,1,8,8,8,0100
5405,1,1,8,8,1,1,8,8,1,8,0100
5406,8,1,8,1,8,8,1,8,1,8,0100
5407,8,1,8,1,8,1,8,8,8,1,0100
5408,1,8,8,8,1,1,8,8,8,1,0100
5409,8,1,8,1,8,8,8,1,1,8,0100
5410,8,8,1,1,8,4,8,8,1,8,0100
5411,1,8,8,1,8,1,8,1,8,8,0100
5412,8,19,19,13,38,152,11,38,19,13,0100
5413,38,1,3,3,19,13,11,11,19,1,0100
5414,13,19,11,13,8,1,1,13,8,13,0100
5415,8,13,19,1,8,8,1,13,1,1,0100
5416,8,1,8,8,1,1,8,8,8,1,0100
5417,8,1,8,8,1,8,8,8,1,1,0100
5418,8,8,8,8,1,1,78,6,13,8,0100
5419,9,19,13,13,13,8,8,1,8,1,0100
5420,8,1,8,1,8,1,8,8,8,1,0100
5421,1,8,8,8,1,8,8,8,1,1,0100
5422,8,8,8,24,37,1,1,8,8,8,0100
5423,8,1,8,1,8,8,1,8,1,8,0100
5424,8,1,8,8,1,1,8,8,8,9,0100
5425,1,1,8,8,8,1,8,1,8,8,0100
5426,1,8,8,1,8,1,8,8,1,1,0100
5427,8,8,8,1,8,8,1,8,8,1,0100
5428,8,1,8,1,8,8,8,1,1,8,0100
5429,8,8,1,8,8,1,8,1,8,8,0100
5430,1,8,1,8,8,1,8,1,8,1,0100
5431,8,1,8,8,1,8,8,1,8,1,0100
5432,8,8,1,8,1,8,8,1,8,8,0100
5433,1,8,1,8,8,8,1,1,8,8,0100
5434,8,1,1,8,8,8,1,8,1,8,0100
5435,8,1,8,8,8,1,1,8,8,8,0100
5436,1,1,8,8,8,1,8,1,8,1,0100
5437,8,1,8,1,8,8,8,1,1,8,0100
5438,8,1,8,1,8,8,1,8,8,1,0100
5439,1,8,8,8,1,8,1,8,1,8,0100
5440,8,1,8,1,8,8,8,1,1,8,0100
5441,8,8,1,8,1,8,8,1,8,1,0100
5442,8,8,1,8,8,8,1,1,8,8,0100
5443,8,1,1,8,8,8,1,8,8,1,0100
5444,8,1,8,8,1,8,1,8,8,1,0100
5445,1,8,8,8,1,8,1,8,8,1,0100
5446,8,8,1,8,1,8,8,1,8,1,0100
5447,8,8,1,8,8,8,1,1,8,8,0100
5448,8,1,1,8,8,8,8,1,8,1,0100
5449,8,8,8,37,24,1,8,8,1,8,0100
5450,1,8,8,8,1,1,8,8,8,1,0100
5451,1,8,8,8,1,8,1,8,8,1,0100
5452,8,8,1,8,1,8,8,1,8,1,0100
5453,8,8,1,8,8,1,8,1,8,8,0100
5454,1,8,1,8,8,8,1,1,8,8,0100
5455,1,8,8,1,1,8,8,8,1,1,0100
5456,8,8,8,1,8,1,8,8,1,8,0100
5457,8,1,8,1,8,8,8,1,1,8,0100
5458,8,8,8,1,1,8,8,8,1,8,0100
5459,1,8,8,1,8,8,8,1,1,8,0100
5460,8,8,1,8,1,8,8,9,4,80,0100
5461,38,13,38,15,72,19,38,19,626,1,0100
5462,13,38,13,19,19,38,19,19,19,19,0100
5463,19,19,19,19,13,13,152,8,19,38,0100
5464,1,38,3,15,19,6,78,9,15,72,0100
5465,15,15,596,3,2,24,37,24,69,160,0100
5466,69,39,30,10,6,33,3,4,9,2,0100
5467,9,37,24,24,25,25,25,25,25,25,0100
5468,25,25,25,6,9,9,30,3,9,33,0100
5469,6,24,37,9,9,37,24,24,2362,13,0100
5470,19,38,13,72,1,13,15,1667,13,19,0100
5471,19,19,19,19,19,19,19,13,13,858,0100
5472,19,19,15,3,13,38,19,38,3,13,0100
5473,19,296,5,19,19,19,19,19,4,6,0100
5474,9,78,15,2,178,3,64,3,178,15,0100
5475,5,64,64,2,105,3,345,37,24,39,0100
5476,2,3,1932,1932,1932,2,1936,1936,1936,1936,0100
5477,2,2,2928,44,1940,4067,3,1940,2928,4084,0100
5478,1940,1940,2,436,31,1429,2941,436,4066,3,0100
5479,4081,4112,80,4082,2941,1932,2,985,3,4063,0100
5480,1933,985,5,18,3,52,985,52,985,985,0100
5481,5,985,5,1933,18,985,985,1933,5,18,0100
5482,5,1008,2284,80,1008,211,481,772,10,37,0100
5483,24,24,5,18,985,985,2,1933,18,5,0100
5484,985,4080,4113,4048,5,193,1008,5,4057,5,0100
5485,128,1008,5,15,72,2,2344,54,142,54,0100
5486,86,2344,86,2344,6,2,2951,31,18,2951,0100
5487,157,22,5,17,22,67,1831,107,278,5,0100
5488,22,22,1267,20,2,13,19,22,13,19,0100
5489,11,1,13,4083,1,15,19,1,19,19,0100
5490,3,13,19,626,237,78,10,6,9,39,0100
5491,39,39,39,39,67,80,60,60,67,210,0100
5492,60,60,37,24,24,24,24,24,24,24,0100
5493,24,3,72,24,15,15,24,24,85,2,0100
5494,31,175,524,524,283,175,297,52,85,498,0100
5495,369,39,39,2359,226,226,52,275,2359,44,0100
5496,18,4059,17,15,106,106,67,67,112,237,0100
5497,259,173,5,2359,52,119,90,108,117,2,0100
5498,146,108,5,4053,90,22,107,67,17,108,0100
5499,18,44,90,15,22,5,102,90,1278,868,0100
5500,591,117,67,657,4090,657,657,657,657,9,0100
5501,6,3,657,657,657,657,15,657,657,657,0100
5502,657,657,2,1941,1941,31,1941,20,90,1888,0100
5503,1941,2250,107,15,218,218,2952,4049,31,4098,0100
5504,2952,3,2,9,37,24,24,24,24,24,0100
5505,24,24,24,24,24,24,24,24,24,24,0100
5506,24,24,24,37,24,24,24,24,24,24,0100
5507,24,24,37,24,24,24,24,24,0,0,0100
5508,192,2,2,6,2,3,6,3,2,2,0127
5509,140,32,32,2,32,32,32,2,12,260,0127
5510,12,289,12,12,12,12,12,12,12,98,0127
5511,5,1013,12,12,12,2,68,12,12,12,0127
5512,12,12,12,12,12,12,68,12,289,32,0127
5513,12,56,12,249,56,177,56,304,32,32,0127
5514,32,12,12,68,289,110,12,12,12,289,0127
5515,12,12,262,2,2,289,2,6,68,3,0127
5516,6,2,295,40,2,3,76,348,40,295,0127
5517,434,348,874,40,40,295,434,1434,348,40,0127
5518,76,434,874,295,295,40,295,434,348,905,0127
5519,40,295,434,76,76,295,5,76,520,98,0127
5520,1013,40,76,520,76,40,295,22,348,44,0127
5521,76,434,295,295,874,40,98,434,18,5,0127
5522,17,76,5,1013,76,295,22,40,348,1690,0127
5523,22,434,905,20,20,20,1690,348,295,40,0127
5524,434,76,478,1690,295,40,40,348,76,295,0127
5525,76,98,76,295,40,348,98,76,3,2,0127
5526,40,40,295,434,348,434,76,40,1975,877,0127
5527,2,3,40,76,76,76,295,40,434,76,0127
5528,348,22,874,5,17,76,478,20,295,40,0127
5529,877,18,1975,3,2,76,20,40,1690,295,0127
5530,40,434,348,76,348,1690,295,40,434,295,0127
5531,76,905,76,478,874,520,98,877,348,646,0127
5532,76,40,348,76,2,889,2,4337,1491,3,0127
5533,2,889,1212,3,889,2,520,76,4345,4336,0127
5534,646,1854,5,5,211,889,481,211,889,889,0127
5535,889,1491,76,3,2,889,582,1212,98,76,0127
5536,1212,889,1212,76,889,1491,3,2,76,1491,0127
5537,1212,98,2379,582,6,2,3,6,2,4399,0127
5538,2418,2,3,2418,2418,2,76,88,2,76,0127
5539,2,2,2,2,312,76,2,1695,293,22,0127
5540,6,6,293,4176,3027,2,193,3027,1212,889,0127
5541,1491,2,76,1212,3,1491,98,889,5,889,0127
5542,3015,4283,3021,3021,12,12,3015,2,3,4364,0127
5543,4447,1212,76,12,308,535,12,1487,1051,262,0127
5544,1051,470,261,308,641,308,261,1487,535,3,0127
5545,2,470,1951,261,700,545,2,5,3,1051,0127
5546,470,261,308,308,261,700,545,470,3,2,0127
5547,261,308,76,261,308,954,641,312,261,545,0127
5548,5,18,700,17,125,44,308,5,308,470,0127
5549,3,2987,2,98,5,261,76,76,12,261,0127
5550,308,641,1397,1822,261,700,3,470,2,545,0127
5551,261,308,470,3,2,700,545,261,308,76,0127
5552,261,641,261,470,3,2,700,246,545,76,0127
5553,308,261,2,3,470,261,641,308,700,545,0127
5554,308,76,308,399,289,32,56,177,56,76,0127
5555,2,6,3,2,6,3,2,2,2,2,0127
5556,2,6,3,6,3,32,32,2,32,32,0127
5557,32,2,68,6,17,10,10,6,20,68,0127
5558,5,20,12,151,12,151,17,5,17,6,0127
5559,20,10,20,10,17,6,17,10,6,10,0127
5560,20,20,20,6,17,6,20,32,32,453,0127
5561,2,6,3,32,32,41,32,6,3,2,0127
5562,41,32,82,68,110,82,110,68,6,6,0127
5563,6,6,41,41,6,165,309,82,99,309,0127
5564,97,309,45,309,97,1124,186,99,45,41,0127
5565,45,45,216,95,159,45,45,248,97,778,0127
5566,45,1124,41,216,309,95,45,466,82,2,0127
5567,6,3,2,6,3,2,6,17,6,17,0127
5568,20,10,20,10,6,17,20,10,20,17,0127
5569,6,20,6,17,20,6,17,20,17,6,0127
5570,20,32,32,32,17,6,32,68,20,2,0127
5571,6,3,6,3,32,32,32,32,2,68,0127
5572,110,2,6,3,6,3,32,32,32,32,0127
5573,2,68,2,6,3,2,6,6,3,6,0127
5574,3,2,17,5,6,5,901,10,1097,1097,0127
5575,10,17,5,6,5,5,2975,2374,2975,2374,0127
5576,2374,2,17,5,402,17,5,6,6,2,0127
5577,6,3,2,17,17,2,2,3,17,2,0127
5578,5,31,2,6,3,31,6,3,2,20,0127
5579,20,2,20,20,2,2,6,3,2,6,0127
5580,3,2,2,2,2,2,6,3,6,3,0127
5581,2,140,2,6,3,32,32,2,3,6,0127
5582,2,2426,2,2426,2426,32,32,32,2,12,0127
5583,12,289,289,12,12,68,110,12,110,12,0127
5584,68,12,12,12,12,12,2379,5,12,12,0127
5585,12,12,12,151,12,12,12,151,12,12,0127
5586,12,12,12,12,12,12,12,12,12,12,0127
5587,12,12,12,12,32,289,56,1244,177,56,0127
5588,249,2,2,6,3,2,6,3,140,32,0127
5589,32,32,32,2,12,2,12,289,12,12,0127
5590,68,110,110,68,12,12,12,289,12,32,0127
5591,12,12,151,289,12,12,12,12,2397,12,0127
5592,12,2397,12,12,12,12,12,12,12,12,0127
5593,12,151,12,12,12,12,151,12,12,12,0127
5594,12,12,12,2397,12,12,12,12,12,12,0127
5595,12,12,289,12,12,12,12,289,2,6,0127
5596,3,6,3,2,12,12,12,12,289,12,0127
5597,12,12,12,289,12,12,12,12,289,12,0127
5598,12,572,572,572,399,289,32,1244,56,177,0127
5599,56,56,56,32,32,32,32,56,1244,177,0127
5600,56,56,56,304,12,260,12,12,289,68,0127
5601,12,12,12,12,12,12,12,12,151,12,0127
5602,12,12,12,12,572,572,12,12,12,12,0127
5603,12,12,12,572,572,572,12,12,12,12,0127
5604,12,12,572,572,572,572,572,12,12,12,0127
5605,12,12,12,12,12,12,12,12,12,1550,0127
5606,289,32,1244,56,177,56,56,304,32,32,0127
5607,32,12,12,68,110,289,12,12,12,12,0127
5608,12,12,12,12,12,12,12,12,12,12,0127
5609,12,12,12,12,12,12,12,12,12,12,0127
5610,12,12,12,12,12,12,12,12,12,289,0127
5611,12,12,289,12,12,12,12,12,12,4145,0127
5612,12,12,12,701,12,701,31,12,12,31,0127
5613,701,1440,31,12,4377,1968,12,12,12,12,0127
5614,989,1953,1130,12,12,1286,158,1953,31,1335,0127
5615,1209,3,1335,1486,2,181,582,5,1209,1325,0127
5616,1486,6,2,3,181,5,158,6,181,158,0127
5617,2,3,158,181,3,2,4247,10,674,158,0127
5618,181,3,2,4221,602,602,2,158,181,3,0127
5619,4243,603,603,562,562,158,181,3,2,3,0127
5620,181,2,158,3,2,181,158,1486,1209,1325,0127
5621,4227,3,158,181,5,6,2,2,4270,217,0127
5622,158,181,3,2,158,3,2,181,4267,181,0127
5623,3,2,158,4279,855,855,1788,12,1788,32,0127
5624,289,2240,1244,56,177,56,158,3,2,181,0127
5625,158,4271,2,3,181,4236,859,350,350,254,0127
5626,192,2,2,6,3,3,6,2,2,2,0127
5627,6,3,3,6,2,140,32,32,2,32,0127
5628,32,2,12,289,12,12,289,68,12,110,0127
5629,68,12,110,12,12,12,12,12,12,12,0127
5630,12,233,1272,12,869,12,1272,1406,233,233,0127
5631,17,5,18,44,1091,1406,1406,12,1550,989,0127
5632,1130,12,1953,989,12,1953,158,158,31,1335,0127
5633,181,3,2,1209,1209,1486,1325,3,2,5,0127
5634,4217,851,851,350,350,1154,158,289,32,56,0127
5635,56,5,249,181,6,177,3,249,56,6,0127
5636,2,6,10,6,158,10,181,3,2,181,0127
5637,158,2,3,2,158,181,3,158,181,2,0127
5638,3,4258,604,158,3,2,181,4237,897,897,0127
5639,181,3,158,2,4263,227,227,4359,158,419,0127
5640,2,2,3,140,3,2,32,2,32,2,0127
5641,32,32,32,12,260,12,289,12,289,12,0127
5642,12,12,4185,12,992,12,68,12,68,12,0127
5643,12,12,12,12,12,582,98,5,12,12,0127
5644,12,12,12,12,12,12,12,12,12,12,0127
5645,12,12,12,12,12,12,12,12,12,12,0127
5646,12,12,12,12,12,12,12,12,12,12,0127
5647,12,12,12,12,12,12,12,12,12,3075,0127
5648,3038,12,1130,4362,3075,12,646,473,3038,289,0127
5649,4303,32,473,56,177,56,56,56,620,455,0127
5650,620,44,646,17,6,22,18,5,6,6,0127
5651,6,5,20,10,620,20,620,110,620,646,0127
5652,620,646,5,571,18,17,6,571,620,20,0127
5653,620,620,646,571,571,17,18,5,20,6,0127
5654,620,620,620,110,646,571,620,646,571,571,0127
5655,1218,1341,1218,1341,1218,4340,1694,4390,1694,1341,0127
5656,6,1218,951,22,1341,1694,5,1218,6,6,0127
5657,10,1218,144,18,1341,20,17,5,3,144,0127
5658,1694,1218,17,18,1341,5,5,22,1341,20,0127
5659,1694,419,419,2,2,88,88,2,419,81,0127
5660,269,269,2,88,2,2,88,419,61,61,0127
5661,549,61,41,419,2,2,43,3,2,2,0127
5662,6,2,2,2,2,41,41,41,728,32,0127
5663,32,32,32,32,32,32,68,992,578,992,0127
5664,578,192,2,2,88,2,140,88,140,32,0127
5665,32,32,32,32,2,32,12,289,12,289,0127
5666,12,12,68,110,88,2,761,110,68,761,0127
5667,12,12,12,992,12,992,578,88,2,578,0127
5668,479,479,12,992,992,12,578,12,98,582,0127
5669,5,12,992,12,992,578,12,578,12,992,0127
5670,479,479,479,956,479,479,479,479,12,12,0127
5671,12,12,12,479,992,12,578,12,479,479,0127
5672,479,479,956,479,479,479,479,479,479,479,0127
5673,479,956,479,12,399,32,289,56,1550,177,0127
5674,56,304,56,32,32,32,12,12,260,12,0127
5675,12,68,289,12,12,12,12,12,12,12,0127
5676,12,399,289,32,56,56,177,210,2,88,0127
5677,2,2,88,88,2,228,228,228,228,228,0127
5678,228,228,228,228,228,88,2,140,88,140,0127
5679,2,32,32,32,32,63,2,88,63,63,0127
5680,63,32,12,260,12,12,2,12,591,12,0127
5681,289,12,12,12,591,68,68,591,1278,591,0127
5682,63,63,63,2,88,63,63,63,12,12,0127
5683,12,151,12,12,111,12,12,111,12,12,0127
5684,151,12,12,12,12,12,1498,1498,5,1498,0127
5685,6,10,1498,6,10,6,1498,5,6,1498,0127
5686,6,572,289,12,572,572,572,572,12,12,0127
5687,12,572,572,572,12,63,399,289,32,56,0127
5688,56,177,56,304,32,32,32,12,12,68,0127
5689,289,110,12,12,869,233,1272,12,12,1272,0127
5690,740,869,869,869,740,869,1272,869,869,12,0127
5691,12,1048,1048,991,12,201,991,201,405,201,0127
5692,348,3,203,2962,734,531,201,5,582,201,0127
5693,1964,98,405,201,531,1247,348,44,798,18,0127
5694,798,17,798,201,798,798,798,4144,201,798,0127
5695,798,798,798,201,798,405,5,5,193,98,0127
5696,582,531,798,798,798,946,4335,3,2,201,0127
5697,201,405,531,3,201,2,201,201,201,201,0127
5698,201,3,405,201,2,201,3,128,3,2,0127
5699,3,531,405,201,531,295,40,88,2,434,0127
5700,434,295,76,40,348,874,348,535,417,40,0127
5701,348,520,295,76,434,40,295,295,434,76,0127
5702,40,76,874,1434,348,417,434,3,2,40,0127
5703,295,12,434,295,40,40,434,295,348,76,0127
5704,417,2,3,295,76,348,40,417,877,1975,0127
5705,76,40,76,877,3,2,40,76,40,295,0127
5706,76,40,434,295,76,646,877,2379,348,417,0127
5707,1975,40,76,295,434,295,40,434,18,874,0127
5708,22,348,295,76,17,5,1907,1907,417,582,0127
5709,40,208,295,3,434,1907,208,2,22,417,0127
5710,76,295,348,40,98,76,646,478,22,905,0127
5711,40,20,295,76,295,434,40,76,417,40,0127
5712,295,76,348,76,98,40,295,434,40,434,0127
5713,348,417,98,76,76,40,76,295,434,434,0127
5714,295,434,295,40,76,348,417,76,40,520,0127
5715,76,76,434,40,520,295,295,348,40,417,0127
5716,76,76,40,40,295,76,348,434,76,582,0127
5717,5,417,18,295,874,17,295,76,434,40,0127
5718,76,40,22,348,478,905,20,40,76,20,0127
5719,40,348,295,295,76,98,417,40,61,61,0127
5720,41,2,549,61,796,2,88,796,796,12,0127
5721,12,12,542,12,12,12,17,5,18,796,0127
5722,796,796,796,796,796,796,796,796,796,542,0127
5723,3,2,17,18,1604,5,4326,542,4159,4157,0127
5724,2368,796,4338,901,542,4315,901,542,901,542,0127
5725,901,44,542,32,289,17,44,5,542,56,0127
5726,2368,56,177,3,5,2,901,1604,796,798,0127
5727,2,2,2,6,3,2,6,3,2,2,0127
5728,6,3,6,3,2,2,140,2,6,32,0127
5729,32,3,2,32,32,32,2,12,289,12,0127
5730,289,98,5,68,582,98,12,110,110,6,0127
5731,2,3,2,1136,1136,12,12,12,12,12,0127
5732,12,12,12,12,12,12,12,12,12,12,0127
5733,1136,101,180,40,1136,179,40,40,1136,40,0127
5734,1136,101,40,40,40,1136,101,1136,1136,40,0127
5735,179,180,40,40,399,289,289,32,56,177,0127
5736,56,249,56,56,56,56,56,56,56,56,0127
5737,56,56,56,56,56,304,56,32,32,32,0127
5738,12,12,260,12,68,12,289,12,12,12,0127
5739,79,22,100,303,303,6,100,234,79,101,0127
5740,12,303,44,6,17,12,100,79,18,22,0127
5741,5,101,6,17,79,234,100,18,5,12,0127
5742,10,12,10,40,40,10,6,12,12,12,0127
5743,20,12,20,12,12,12,12,12,348,403,0127
5744,20,403,79,79,234,100,2,2,2,403,0127
5745,63,63,2,403,63,63,63,63,800,800,0127
5746,800,800,800,800,514,1974,22,204,12,800,0127
5747,800,800,800,149,20,149,22,800,1974,800,0127
5748,1974,204,63,990,63,990,990,990,12,12,0127
5749,12,12,12,348,403,12,151,12,990,990,0127
5750,990,151,990,63,31,990,63,12,63,63,0127
5751,63,63,63,63,63,63,63,63,63,12,0127
5752,12,12,111,12,12,12,111,12,12,12,0127
5753,12,63,63,12,12,348,12,111,12,403,0127
5754,12,63,31,12,12,12,12,12,12,990,0127
5755,12,12,12,12,12,12,63,12,12,12,0127
5756,12,12,12,2,12,12,2,2,12,12,0127
5757,12,12,12,990,12,800,800,800,31,1974,0127
5758,514,204,12,12,12,348,12,12,111,12,0127
5759,12,12,111,12,12,12,12,12,12,12,0127
5760,348,12,12,403,12,12,348,12,12,63,0127
5761,63,12,403,12,12,348,63,63,12,12,0127
5762,12,399,289,1213,68,68,68,32,143,56,0127
5763,177,56,143,2,2,6,3,3,2,6,0127
5764,192,2,6,2,3,3,6,2,56,56,0127
5765,304,304,32,32,32,32,32,12,260,12,0127
5766,12,289,12,289,12,12,12,12,12,12,0127
5767,68,98,5,68,582,100,22,303,6,101,0127
5768,79,100,44,303,79,100,234,17,5,79,0127
5769,100,18,22,100,6,40,20,10,20,10,0127
5770,303,100,234,79,303,79,234,12,12,12,0127
5771,12,12,324,324,324,324,324,324,324,324,0127
5772,324,324,12,12,12,303,100,101,79,234,0127
5773,17,18,5,303,100,40,399,20,289,32,0127
5774,56,10,6,177,249,6,56,2,2,6,0127
5775,3,6,2,2,3,2,2,6,3,2,0127
5776,2,3,6,2,2,2,2,1332,1332,2,0127
5777,2,2,885,2,2,2,2,2,63,63,0127
5778,63,63,63,63,63,63,2,2,140,32,0127
5779,32,32,32,32,2,12,12,2,260,289,0127
5780,12,12,12,289,12,12,68,12,68,12,0127
5781,5,98,582,12,12,12,12,324,324,403,0127
5782,348,403,403,12,12,324,324,12,12,348,0127
5783,324,324,324,324,324,324,403,289,12,324,0127
5784,324,324,12,12,12,12,12,12,761,12,0127
5785,12,12,12,12,12,399,289,32,56,177,0127
5786,56,151,12,56,135,135,703,762,455,135,0127
5787,135,44,135,571,135,22,46,22,20,46,0127
5788,20,149,22,5,135,135,135,703,135,135,0127
5789,135,135,135,135,135,135,135,135,135,135,0127
5790,135,135,762,249,135,249,249,571,46,135,0127
5791,135,453,135,5,5,135,110,135,135,135,0127
5792,135,135,135,135,135,135,135,135,135,135,0127
5793,135,135,135,135,135,135,135,135,135,135,0127
5794,135,135,135,135,135,135,135,762,177,56,0127
5795,56,56,56,56,485,591,262,1278,262,591,0127
5796,591,249,485,5,18,22,6,17,422,300,0127
5797,20,6,244,574,2401,1284,574,485,591,1278,0127
5798,262,485,574,5,485,1342,1342,1342,1342,22,0127
5799,1342,18,125,5,10,17,6,22,20,10,0127
5800,1342,1342,22,2,2,6,3,2,3,6,0127
5801,2,2,61,43,81,60,61,61,549,61,0127
5802,61,41,43,2,2,6,3,6,3,2,0127
5803,140,2,32,32,32,32,32,32,32,32,0127
5804,12,12,57,57,260,57,12,68,12,68,0127
5805,12,12,12,12,303,22,100,303,234,101,0127
5806,79,44,100,303,22,100,101,234,5,100,0127
5807,6,17,79,18,22,100,234,6,10,6,0127
5808,79,40,17,100,5,18,79,12,20,40,0127
5809,20,12,57,20,20,79,79,10,100,57,0127
5810,32,56,56,177,249,56,56,485,703,485,0127
5811,110,485,762,1426,485,1426,177,56,56,56,0127
5812,56,56,56,56,304,32,32,32,68,110,0127
5813,12,110,57,12,12,542,12,12,104,12,0127
5814,12,12,12,2636,12,12,151,151,12,12,0127
5815,989,1211,1130,12,158,2,1211,3,158,158,0127
5816,31,1335,3,181,2,4256,350,212,12,1329,0127
5817,4188,3019,12,12,3019,1507,1329,1507,1329,106,0127
5818,5,5,211,481,1507,1329,106,106,1329,1507,0127
5819,1507,1329,106,61,61,3044,3044,61,63,61,0127
5820,63,63,41,63,12,12,403,403,403,1048,0127
5821,12,1048,991,201,991,405,734,201,12,1968,0127
5822,1651,4334,3005,4402,402,531,12,1250,3072,402,0127
5823,12,399,12,57,32,56,177,56,304,32,0127
5824,32,32,68,12,57,110,5,12,5,201,0127
5825,513,244,3006,405,3,1247,201,531,193,203,0127
5826,1013,513,3,531,201,869,1272,12,12,12,0127
5827,1507,1329,13,106,38,38,19,513,12,12,0127
5828,12,12,12,150,2376,1130,12,57,32,2428,0127
5829,646,1423,13,98,1013,38,2428,56,535,56,0127
5830,417,19,177,2428,201,862,201,862,3,201,0127
5831,2390,405,2391,2409,2392,2,17,201,18,531,0127
5832,5,4142,513,4324,6,10,1013,988,6,10,0127
5833,98,201,5,405,56,61,61,4387,41,61,0127
5834,61,3073,41,3073,4319,728,4439,841,5,841,0127
5835,3071,208,841,1031,3071,1031,2991,1031,1312,2991,0127
5836,1312,1312,1031,841,841,841,841,841,841,727,0127
5837,727,192,56,56,304,32,32,32,32,32,0127
5838,43,32,12,61,12,61,57,61,260,61,0127
5839,549,2,57,61,260,61,12,57,68,41,0127
5840,68,12,12,2,6,3,151,151,6,2,0127
5841,3,12,2,2,63,63,68,63,63,12,0127
5842,12,63,2,2,2,2,102,84,146,31,0127
5843,172,44,270,1400,146,172,122,102,146,102,0127
5844,17,31,18,5,6,5,125,22,1969,6,0127
5845,1969,1579,2148,1819,102,6,22,10,10,146,0127
5846,102,1969,20,12,20,63,111,111,63,111,0127
5847,12,111,111,63,63,22,111,111,1969,63,0127
5848,63,63,2419,63,63,12,63,63,63,63,0127
5849,63,63,63,63,63,12,111,111,111,63,0127
5850,63,2412,2412,3029,4309,3029,2412,63,63,63,0127
5851,63,63,63,12,111,111,63,63,12,12,0127
5852,399,57,68,1213,143,68,143,68,32,68,0127
5853,143,56,68,177,56,249,2,2,6,3,0127
5854,2,140,2,3,6,32,32,32,32,32,0127
5855,644,32,644,12,57,12,57,260,260,68,0127
5856,12,12,68,151,12,57,12,12,43,140,0127
5857,2,32,32,32,644,32,32,32,644,32,0127
5858,644,2,644,2,12,68,260,57,57,57,0127
5859,68,12,2,2,2,63,63,63,63,79,0127
5860,22,100,44,303,100,234,101,303,100,79,0127
5861,303,100,234,79,6,6,17,22,5,18,0127
5862,100,79,10,100,40,6,20,6,10,100,0127
5863,234,20,79,12,12,100,63,63,63,63,0127
5864,63,63,79,4343,4451,100,79,234,303,12,0127
5865,403,79,100,12,79,403,151,403,151,303,0127
5866,100,79,234,101,5,17,18,79,40,20,0127
5867,6,303,5,18,79,101,17,100,40,234,0127
5868,100,20,100,63,63,79,2,140,12,32,0127
5869,32,12,57,260,260,79,6,111,111,111,0127
5870,111,79,63,12,12,111,111,12,111,111,0127
5871,12,12,111,111,63,63,63,63,63,12,0127
5872,111,111,111,63,61,57,61,61,57,12,0127
5873,61,549,3042,3,61,1503,2,18,3,3042,0127
5874,10,106,17,6,1503,5,106,1503,4296,3074,0127
5875,245,237,1799,41,3023,18,17,10,6,3,0127
5876,2,5,3023,3,1503,203,1503,18,3,6,0127
5877,2,17,1503,3,5,61,549,41,61,63,0127
5878,61,549,61,2,728,728,2,2,432,5,0127
5879,2,432,1625,432,432,432,432,5,432,432,0127
5880,63,432,324,324,12,12,432,5,57,57,0127
5881,351,505,12,432,432,432,432,432,432,432,0127
5882,5,432,432,12,32,57,12,56,177,56,0127
5883,56,56,620,620,1098,620,912,912,703,455,0127
5884,762,912,912,1401,912,44,620,571,1098,5,0127
5885,571,620,571,22,46,46,17,5,22,6,0127
5886,46,18,5,20,149,6,149,149,20,6,0127
5887,22,177,56,56,304,32,32,644,2,140,0127
5888,32,32,2,644,2,947,32,41,41,68,0127
5889,68,110,2,2,110,41,41,1124,165,82,0127
5890,309,82,82,45,309,97,45,309,99,97,0127
5891,41,186,778,216,159,95,45,57,68,32,0127
5892,12,12,57,56,177,56,248,97,56,309,0127
5893,41,45,1124,95,309,4155,156,466,229,82,0127
5894,60,60,60,60,265,2,2,6,3,4290,0127
5895,6,3,2,2,43,2,2,4158,2,2,0127
5896,44,1179,130,928,2,22,17,5,18,22,0127
5897,53,3,928,106,245,237,3074,20,53,928,0127
5898,20,130,18,928,17,5,53,6,10,20,0127
5899,6,928,6,928,53,18,10,17,6,53,0127
5900,5,53,53,130,18,17,20,928,5,6,0127
5901,928,53,18,130,53,17,6,20,5,928,0127
5902,53,18,53,130,20,17,5,20,17,130,0127
5903,928,53,18,6,53,5,53,130,928,5,0127
5904,18,53,20,17,6,928,53,130,18,17,0127
5905,20,53,5,2,20,6,2,587,587,587,0127
5906,587,587,2,53,551,1158,219,93,2432,1223,0127
5907,1806,1794,43,43,2,2,6,3,2,25,0127
5908,3,6,25,2,25,25,25,2,25,25,0127
5909,2,25,25,2,2,25,2,25,25,25,0127
5910,25,25,25,25,25,25,25,25,25,25,0127
5911,25,25,25,25,25,25,25,25,25,25,0127
5912,25,25,25,25,25,25,25,25,25,25,0127
5913,25,25,25,25,25,25,25,25,25,25,0127
5914,1158,551,2,63,2,63,63,63,61,61,0127
5915,61,549,61,61,61,61,61,61,3048,1134,0127
5916,887,993,1133,3049,3048,61,1134,887,993,1133,0127
5917,4373,61,993,887,1134,1133,41,1134,4139,887,0127
5918,993,61,4180,4282,1138,887,4316,4197,61,728,0127
